# time, H_SV chi2
4.017587700000000268e+02	2.608348186641165523e+00
8.035943300000000136e+02	2.772677104792634406e+00
1.203792799999999943e+03	4.338520798923721777e+00
1.605410100000000057e+03	4.336630487017808733e+00
2.006657899999999927e+03	5.782254822264990324e+00
2.408217299999999796e+03	5.697028736744648825e+00
2.809349999999999909e+03	5.356311344487594717e+00
3.210625199999999950e+03	4.426778969459659763e+00
3.612128900000000158e+03	3.906126071100978425e+00
4.013690900000000056e+03	5.994195192796479610e+00
4.415176999999999680e+03	6.408478206086518192e+00
4.815953199999999924e+03	3.304218186619761521e+00
5.218218399999999747e+03	3.182063046000119577e+00
5.619496199999999590e+03	4.246287932172484680e+00
6.019988699999999881e+03	7.275888010222702817e+00
6.421765599999999722e+03	7.644544051154280595e+00
6.821954399999999623e+03	5.797713938801059896e+00
7.222649699999999939e+03	4.529693527672196574e+00
7.623253999999999905e+03	2.586581437165854425e+00
8.025086599999999635e+03	3.262525870554533025e+00
8.425983200000000579e+03	5.433769662786188448e+00
8.826837999999999738e+03	2.712435166342936022e+00
9.227010700000000725e+03	4.165846504841781872e+00
9.628100500000000466e+03	2.908081544431546650e+00
1.002822299999999996e+04	2.605147340640380893e+00
1.042844199999999910e+04	1.817988057489456244e+00
1.082951499999999942e+04	4.197405246993247907e+00
1.123040099999999984e+04	7.865546506611358346e+00
1.163155400000000009e+04	4.354175931539082001e+00
1.203385800000000017e+04	4.633896341372334859e+00
1.243396600000000035e+04	6.058890275021219018e+00
1.283672299999999996e+04	4.958201007390403703e-01
1.323683100000000013e+04	3.459343156247138840e+00
1.363727000000000044e+04	3.506333710403903403e+00
1.403783499999999913e+04	4.921001179581963925e+00
1.443838700000000063e+04	4.620585434411216497e+00
1.483937800000000061e+04	3.828608637531175418e+00
1.524028800000000047e+04	3.917830273578927880e+00
1.564170000000000073e+04	3.778850717117836933e+00
1.604301100000000042e+04	2.553620156762899107e+00
1.644429499999999825e+04	3.426017530448536075e+00
1.684471800000000076e+04	3.814059159437046542e-01
1.724508899999999994e+04	1.097857074249200426e+00
1.764552400000000125e+04	4.851332540798581228e+00
1.804583699999999953e+04	4.958837294023497044e+00
1.844628900000000067e+04	4.958203397355760877e+00
1.884734999999999854e+04	5.103948578975903594e+00
1.924864199999999983e+04	2.765927786452580417e+00
1.964951199999999881e+04	4.768067927619278557e+00
2.005000600000000122e+04	4.188765283882855961e+00
2.045218400000000111e+04	5.094138898577790897e+00
2.085314400000000023e+04	4.897688871949323897e+00
2.125489600000000064e+04	4.788605780451379523e+00
2.165657700000000114e+04	1.674838850309025906e+00
2.205755299999999988e+04	2.028650826174999366e+00
2.245840999999999985e+04	4.956257653202547075e+00
2.286114300000000003e+04	4.011294342099562371e+00
2.326257099999999991e+04	5.158377483647789141e+00
2.366301499999999942e+04	6.246978379221597599e+00
2.406451900000000023e+04	4.272303629133005209e+00
2.446490299999999843e+04	4.269597866737845138e+00
2.486566999999999825e+04	2.642312022475909572e+00
2.526605400000000009e+04	3.109428770568509748e+00
2.566744199999999910e+04	3.063124641337050758e+00
2.606793300000000090e+04	4.961651361636461033e+00
2.646800899999999820e+04	3.814710850711403811e+00
2.686903800000000047e+04	1.813521685647203840e+00
2.697601399999999921e+04	3.395589981601964347e+00
