# time, H_SV chi2
4.008211400000000140e+02	6.278311462389485342e+00
8.011291400000000067e+02	6.136349131601476437e+00
1.204259900000000016e+03	6.046434888759553594e+00
1.605606199999999944e+03	5.926207745457413800e+00
2.009855399999999918e+03	3.464121776589473178e+00
2.412512000000000171e+03	3.359972566588468545e+00
2.813213799999999992e+03	3.266883435869685215e+00
3.216667699999999968e+03	2.438097234577434325e+00
3.621574200000000019e+03	6.315917100824500752e-01
4.021858499999999822e+03	3.270018267787811461e-01
4.428654099999999744e+03	1.477894561549379926e-01
4.832988999999999578e+03	4.994610512806746172e+00
5.237854599999999664e+03	4.872285645538290133e+00
5.643163899999999558e+03	3.611355921641370426e+00
6.043315599999999904e+03	3.696352063982775160e+00
6.446033999999999651e+03	2.262640426167714658e+00
6.846395199999999932e+03	2.884012452614525213e+00
7.249645499999999629e+03	3.232622082809399888e+00
7.653545199999999568e+03	4.438667050352555599e+00
8.054001400000000103e+03	5.581136279284987900e+00
8.455019599999999627e+03	6.397474661687656550e+00
8.855586999999999534e+03	5.504895477080816946e+00
9.258116200000000390e+03	7.543090378965552567e+00
9.660292600000000675e+03	6.092621861738761524e+00
1.006392200000000048e+04	3.800516272115404437e+00
1.046714400000000023e+04	4.426469898347670906e+00
1.087159300000000076e+04	3.629763985844066898e+00
1.127182300000000032e+04	4.529099374818708057e+00
1.167601399999999921e+04	1.504697839107958790e-01
1.208017300000000068e+04	1.985485809911447630e+00
1.248379299999999967e+04	1.391370448332641674e+00
1.288500599999999940e+04	1.832679505254317220e+00
1.328961499999999978e+04	6.518218078859551179e-01
1.369326800000000003e+04	5.380874315784727191e-01
1.409902599999999984e+04	3.381417395951222371e+00
1.450312199999999939e+04	4.317312744956316450e+00
1.490501399999999921e+04	5.031174771879991070e+00
1.530566599999999926e+04	4.240292450034525373e+00
1.570831600000000071e+04	6.307238688803225024e+00
1.611195900000000074e+04	6.094257177295696160e+00
1.651322799999999916e+04	4.793643543835308662e+00
1.691523800000000119e+04	5.921904746061485980e+00
1.731612900000000081e+04	7.005222735747126173e+00
1.772006599999999889e+04	6.362441331674896894e+00
1.812551699999999983e+04	5.243500964283183130e+00
1.852618500000000131e+04	5.239857884801217836e+00
1.893029999999999927e+04	5.711807296483951468e+00
1.933262500000000000e+04	5.796119253919554737e+00
