# each row is a point in time, values are averages at lats
4.808039712638015328e-02,4.782313012676550623e-02,4.732665925810101287e-02,4.662640350428032959e-02,4.576903383866984948e-02,4.480607510135923427e-02,4.378777951310628552e-02,4.275885803383433492e-02,4.175682425728785563e-02,4.081270322811070272e-02,3.995351856672014340e-02,3.920680394748574105e-02,3.861119540656868243e-02,3.826973686911197547e-02,3.812364173235886083e-02,3.803756339766499461e-02,3.799741842775659212e-02,3.807605919606072559e-02,3.856640707787290651e-02,3.939381999841463228e-02,4.038239295907786186e-02,4.145577609709766298e-02,4.255951285033759274e-02,4.364855849770427065e-02,4.468297554210385464e-02,4.562636194303998360e-02,4.644558901133045287e-02,4.711113153426244732e-02,4.759757384724317558e-02,4.788411697979176596e-02,4.795507283421443501e-02,4.780040256839709206e-02,4.741636331395369941e-02,4.680633535963262676e-02,4.598199937990263275e-02,4.496546795844226507e-02,4.379567858285971643e-02,4.255546768834562316e-02,4.124965579062624121e-02,3.987147163563387747e-02,3.844163900895649494e-02,3.699152692236905987e-02,3.556200128759057222e-02,3.420928840479877525e-02,3.295570434165658730e-02,3.205785679436455593e-02,3.205905160979440754e-02,3.250583997025265764e-02,3.309256384215789742e-02,3.369321505248629861e-02,3.425013277206634399e-02,3.473721387549118939e-02,3.514473579999442127e-02,3.547209936101085315e-02,3.572404392770062859e-02,3.590857068520336703e-02,3.603580657589996322e-02,3.611742251861323194e-02,3.616640021545997757e-02,3.619703981983984908e-02,3.622514978266807434e-02,3.626838592422741009e-02,3.634672164665268129e-02,3.648314698173864973e-02,3.670462318742542113e-02,3.704604004269973494e-02,3.754030284508232812e-02,3.820433723115322644e-02,3.906372505947676432e-02,4.015086485469174238e-02,4.151426324537704771e-02,4.325049154132369622e-02,4.569116122530186841e-02,4.886956915415988090e-02,5.230872194458714014e-02,5.589103482451293625e-02,5.955074823452018856e-02,6.322826553661196891e-02,6.686682785891297220e-02,7.041221516190010465e-02,7.381301443919061067e-02,7.702101423648914647e-02,7.999159436651062660e-02,8.268406343957068749e-02,8.506194039216996572e-02,8.709320689340002697e-02,8.875055045552698862e-02,9.001161360459990213e-02,9.085925637743585970e-02
5.451647149582590501e-02,5.436680419036445111e-02,5.407747722023523163e-02,5.365601091969902231e-02,5.311182784624968872e-02,5.245523339082960174e-02,5.169714047957486153e-02,5.084951547524158705e-02,4.992616937229828883e-02,4.894348088415541309e-02,4.792081804772533454e-02,4.688071294655885013e-02,4.584915093296421107e-02,4.485666640248415354e-02,4.394161336923638889e-02,4.316015547359711851e-02,4.262416443433362373e-02,4.231655781336465111e-02,4.225101695540556951e-02,4.248581268984664983e-02,4.298841176180979301e-02,4.361773087645263308e-02,4.429330233825495844e-02,4.495840644325235086e-02,4.556863255753534209e-02,4.608706715183456121e-02,4.648203517221106279e-02,4.672631631994038359e-02,4.679721660095826491e-02,4.667707923275794812e-02,4.635397350596385385e-02,4.582247463000588966e-02,4.508462053008906179e-02,4.415134671764914948e-02,4.304534517431135576e-02,4.181288639353138853e-02,4.051868424074559633e-02,3.915039332690922053e-02,3.772144130835987375e-02,3.626412401119702422e-02,3.482726831003767759e-02,3.348436777899648636e-02,3.235331572940716022e-02,3.160468386460735940e-02,3.132559308575975227e-02,3.140720750410011530e-02,3.172923462785830206e-02,3.221435517286365402e-02,3.277542405902352657e-02,3.332210673361744868e-02,3.381705452795723266e-02,3.424431535577464325e-02,3.459994228055267990e-02,3.488704799483479529e-02,3.511293829666167765e-02,3.528740036398810703e-02,3.542168591947547629e-02,3.552793343341337229e-02,3.561888088281716519e-02,3.570778603159310838e-02,3.580851462163455595e-02,3.593577510865064023e-02,3.610546122385419054e-02,3.633524932065069352e-02,3.664522819851692009e-02,3.705924262930257451e-02,3.761029978862275719e-02,3.831919385215910856e-02,3.920426175444547551e-02,4.028887774247898179e-02,4.160536772463285099e-02,4.320868617707789711e-02,4.522783589910247398e-02,4.814134310546381440e-02,5.161174476760986563e-02,5.523225410811306163e-02,5.892344120468386709e-02,6.262188148919999031e-02,6.627003153943243630e-02,6.981471140907055672e-02,7.320672617706477925e-02,7.640073695425775302e-02,7.935514184293177009e-02,8.203193014141892114e-02,8.439657070908357372e-02,8.641802767697112642e-02,8.806899363811770964e-02,8.932634370943076663e-02,9.017177902965098357e-02
5.965564317796018257e-02,5.950245989455129475e-02,5.920685830128148003e-02,5.876552329511291334e-02,5.817520843436244787e-02,5.743470279273418799e-02,5.654694748318406239e-02,5.552089276448338856e-02,5.437273229931866708e-02,5.312628550351730650e-02,5.181253259883015355e-02,5.046850930136673880e-02,4.913591031804863396e-02,4.785970868711762749e-02,4.668682060714599708e-02,4.566446549648804643e-02,4.483826099123484898e-02,4.425336443626061433e-02,4.398058928818575353e-02,4.401148508684155775e-02,4.416666466422269205e-02,4.435619563808172044e-02,4.453247333131722663e-02,4.466462206824464015e-02,4.473053341211550432e-02,4.471298037382163970e-02,4.459754390001249152e-02,4.437162309227785095e-02,4.402421786089303485e-02,4.354633125793324483e-02,4.293191127319911926e-02,4.217936896827323423e-02,4.129400766500562064e-02,4.029276709173300330e-02,3.922600489277663915e-02,3.809232578099443906e-02,3.688065727832109258e-02,3.560063728557501944e-02,3.427504485714053667e-02,3.294187655935915116e-02,3.166067280398664197e-02,3.052891307836350793e-02,2.971583185286824635e-02,2.933969509968489126e-02,2.927844247442175016e-02,2.940530559569852140e-02,2.964472580648676997e-02,2.995811355370951723e-02,3.034761057093301323e-02,3.076135376964101928e-02,3.114721433988813445e-02,3.147846079559386140e-02,3.174632674537396226e-02,3.195100758740871544e-02,3.209836572693029050e-02,3.219801133524884118e-02,3.226214083181542375e-02,3.230470716752668198e-02,3.234077844990027734e-02,3.238608702644617948e-02,3.245689582919483035e-02,3.256977146240267601e-02,3.273921003085748793e-02,3.299141321412994016e-02,3.333408742187402019e-02,3.378142938685624319e-02,3.434461233299093696e-02,3.503483690559032471e-02,3.586331528530128238e-02,3.684297335957021496e-02,3.799172093892350111e-02,3.933930814245768792e-02,4.094364291749176543e-02,4.295443549532286520e-02,4.582060760742552585e-02,4.916406310552289688e-02,5.256654772387309854e-02,5.594175830371268116e-02,5.922780146912221683e-02,6.237398204135822383e-02,6.533800342250140059e-02,6.808490856005539049e-02,7.058625064891817236e-02,7.281911754549807991e-02,7.476501892298505203e-02,7.640880690577346590e-02,7.773786316046465972e-02,7.874168030003113328e-02,7.941186929209000100e-02
7.004190408253686828e-02,6.978699243135773334e-02,6.929647209515722717e-02,6.857515307289364925e-02,6.763133457518191727e-02,6.647804243303839788e-02,6.513421383976181200e-02,6.362550476759003260e-02,6.198441898803382782e-02,6.024953332542222484e-02,5.846373722688857910e-02,5.667163727233748977e-02,5.491652269453567436e-02,5.323750602681424221e-02,5.166749335251021730e-02,5.023240097087539741e-02,4.895158931469772989e-02,4.783923813306389938e-02,4.690713947886718943e-02,4.617604950119241075e-02,4.568833515559517916e-02,4.535462823160126000e-02,4.506991181466462465e-02,4.478591086380261099e-02,4.447352889955162591e-02,4.411295557417306556e-02,4.368957629989198704e-02,4.319199140429724748e-02,4.261114978952638271e-02,4.194026062905183844e-02,4.117544506299686963e-02,4.031754481116287675e-02,3.937865917110330155e-02,3.838612682092753386e-02,3.732603302507641468e-02,3.618582009893302892e-02,3.496362219729316073e-02,3.366660919624809428e-02,3.231373251241393546e-02,3.094043091488368757e-02,2.960847669830082851e-02,2.844694008927728043e-02,2.782869817668040535e-02,2.760628925289963093e-02,2.760702880196568704e-02,2.773981737926839095e-02,2.794150085145119880e-02,2.816761726315148914e-02,2.839243012626192428e-02,2.862899815459866298e-02,2.883381632061989344e-02,2.900183403827994236e-02,2.914177153761364145e-02,2.923145345763031311e-02,2.927442111157929280e-02,2.927915050838019589e-02,2.925278459930781214e-02,2.920756596416919371e-02,2.916001050936824560e-02,2.912879860521795650e-02,2.913277382728952231e-02,2.919029592589606273e-02,2.931867388000618593e-02,2.953305530267173046e-02,2.984568657093664146e-02,3.026567365923630085e-02,3.079920054864030213e-02,3.145031832577251107e-02,3.222237164161207562e-02,3.312026977733559946e-02,3.415413787292791159e-02,3.534583669179525850e-02,3.674460261477952017e-02,3.848479521226463168e-02,4.066842318463735617e-02,4.354645736462992023e-02,4.663016198680908914e-02,4.970078461275675985e-02,5.268936811752790439e-02,5.554726050433600459e-02,5.823547232646880678e-02,6.072205079069240008e-02,6.298105927041761087e-02,6.499186729932422690e-02,6.673841049051720820e-02,6.820838300633307039e-02,6.939245118855970340e-02,7.028362466413998200e-02,7.087683762160704171e-02
7.913654438460143714e-02,7.881101251494540549e-02,7.818225399429128142e-02,7.726094083796615497e-02,7.606239432058979621e-02,7.460620820434217537e-02,7.291595304666854960e-02,7.101905173560814355e-02,6.894683403001439226e-02,6.673468418572496563e-02,6.442205465093334138e-02,6.205203767780735624e-02,5.967019252751382119e-02,5.732246538597662172e-02,5.505231562931012929e-02,5.289748431505802290e-02,5.088708282438349911e-02,4.903975892126174324e-02,4.736353730855265981e-02,4.585765113486400119e-02,4.451666399595063939e-02,4.333942167258601763e-02,4.235080864778111714e-02,4.149060050729579119e-02,4.070749453847005705e-02,3.994615497846946278e-02,3.917137575292257978e-02,3.835959528670285223e-02,3.749278796746728648e-02,3.655693199704817403e-02,3.554229512799363805e-02,3.444635265745910752e-02,3.328270885516387834e-02,3.204052011810378658e-02,3.071388674776959898e-02,2.930086754546214201e-02,2.780625769785038601e-02,2.624592258318018609e-02,2.465649133107583948e-02,2.312775388936690393e-02,2.200713928248512752e-02,2.158783527957663928e-02,2.155613349539488646e-02,2.177887770514434426e-02,2.220287438224077467e-02,2.273886569326869292e-02,2.329857431031530715e-02,2.382994986021954101e-02,2.430262691091224572e-02,2.469962827996897980e-02,2.504735844106706702e-02,2.531818789963823091e-02,2.555148349417977680e-02,2.574495091168731847e-02,2.590087517379947163e-02,2.603209482265850250e-02,2.613315728981938785e-02,2.621943412437584622e-02,2.629715048621467099e-02,2.638129761895065609e-02,2.648502239394606023e-02,2.663044643521543520e-02,2.683602914939384881e-02,2.711659022883592535e-02,2.748096099830105166e-02,2.793316222016414829e-02,2.847439965196016040e-02,2.910444056036503094e-02,2.982301353150037387e-02,3.063268384851891915e-02,3.154911463329836824e-02,3.259889635883963382e-02,3.375357554876268207e-02,3.499642060804542681e-02,3.632574544671131334e-02,3.776495120691245044e-02,3.938358535222638568e-02,4.141938528694784349e-02,4.401342518011844285e-02,4.665721988255448066e-02,4.922622723113063287e-02,5.166165832099046951e-02,5.392089363864353141e-02,5.596885696908879271e-02,5.777584941533817076e-02,5.931693130856208196e-02,6.057168022435784061e-02,6.152402658152367892e-02,6.216210973421761044e-02
7.186095894363987713e-02,7.156565190729742565e-02,7.100004014734853652e-02,7.017748475466480118e-02,6.911656384835462852e-02,6.783994648981016284e-02,6.637325318522435680e-02,6.474411883834052528e-02,6.298162860049220935e-02,6.111617093984592075e-02,5.917957294599444223e-02,5.720523931030261494e-02,5.522798150985450821e-02,5.328335383171785289e-02,5.140662431550453715e-02,4.963197221595597175e-02,4.799349431201584137e-02,4.653945296913922225e-02,4.529518415152727212e-02,4.417483576989403304e-02,4.313817337005117214e-02,4.215740902341257035e-02,4.120936404465430636e-02,4.027484753776588294e-02,3.933737473252207212e-02,3.836328956703318610e-02,3.732166942994449149e-02,3.619816065471797434e-02,3.498432970681911863e-02,3.367513196499780787e-02,3.226822416112957309e-02,3.076424231422627067e-02,2.916833593817528061e-02,2.749757786343542953e-02,2.577163137897524672e-02,2.400386910858829173e-02,2.222372670693692834e-02,2.049203760005733829e-02,1.891907756912724128e-02,1.777326003616007746e-02,1.740087630623235807e-02,1.753899934738252508e-02,1.796261339297245893e-02,1.855730284772832278e-02,1.924271517901844641e-02,1.996189467912803245e-02,2.068111232247926701e-02,2.139388170964810071e-02,2.212938120678206722e-02,2.291454787586079400e-02,2.371202872088443853e-02,2.450668042687704704e-02,2.529097771689697502e-02,2.605943809134289232e-02,2.680650713330849991e-02,2.753007663904497720e-02,2.821857725474627085e-02,2.887431860660187241e-02,2.951316166351573150e-02,3.012752095547265377e-02,3.069808282044263897e-02,3.122814385866184983e-02,3.172133326324314689e-02,3.219633821471812318e-02,3.266058784412114585e-02,3.312466039989284128e-02,3.359520865808095919e-02,3.407287729175292185e-02,3.455157230623534526e-02,3.502115601715079934e-02,3.547188019674863552e-02,3.589747271543931861e-02,3.629582713568020591e-02,3.666838371524609036e-02,3.701992895240546755e-02,3.736029869264458764e-02,3.770912282553994660e-02,3.810538300634368214e-02,3.862862187167171585e-02,3.949391853452360185e-02,4.095447140094773258e-02,4.274526410887484473e-02,4.464185451797232640e-02,4.650139169365770375e-02,4.823051823826460249e-02,4.976211529908269871e-02,5.104490201800071514e-02,5.203934078006440533e-02,5.271620699660888726e-02
6.054512139362572265e-02,6.019413446921774435e-02,5.952380974396428992e-02,5.856210484984419179e-02,5.734831552594014947e-02,5.593045274901655567e-02,5.436198200039674133e-02,5.269822572604684202e-02,5.099289091842489074e-02,4.929526990460383895e-02,4.764859377091888726e-02,4.608974538319943887e-02,4.465022727769931560e-02,4.335815180293790816e-02,4.224214310531144295e-02,4.134828517499080508e-02,4.061272113036475812e-02,3.996247545036133580e-02,3.936996586730417275e-02,3.882136692072254286e-02,3.831699243686050721e-02,3.785832086087190240e-02,3.737543898967159162e-02,3.683022365846534696e-02,3.620622390898416837e-02,3.549562708955244367e-02,3.469564446915528177e-02,3.380684905220060488e-02,3.283240014232880616e-02,3.177779619176535064e-02,3.065099023414299267e-02,2.946303268478029508e-02,2.822864066110567643e-02,2.696890592687572683e-02,2.571275178649119059e-02,2.449841707627952239e-02,2.337157526857419620e-02,2.238128483467136456e-02,2.158586406360356660e-02,2.105235639568890302e-02,2.089526733297979166e-02,2.109436383251523869e-02,2.155110456975005417e-02,2.216847677729570643e-02,2.291337777028718686e-02,2.382884235200226353e-02,2.501987755078797365e-02,2.635063887511175304e-02,2.768500561298400248e-02,2.895292427615253975e-02,3.013338585255283253e-02,3.122287577351245264e-02,3.222521666415176234e-02,3.314754789749269764e-02,3.399879038021613731e-02,3.478892563824214496e-02,3.552831434214148709e-02,3.622670108081169765e-02,3.689190330285641028e-02,3.752885559821488026e-02,3.813992889540426812e-02,3.872619500980729879e-02,3.928807145866061723e-02,3.982456835044864696e-02,4.033194764209758337e-02,4.080307534080863247e-02,4.122793789336142573e-02,4.159483619401369014e-02,4.189160582506891439e-02,4.210660271205159122e-02,4.222951798411769819e-02,4.225217233114592075e-02,4.216937258181073511e-02,4.197990278439552025e-02,4.168779764926595216e-02,4.130429059553876459e-02,4.085119751831250978e-02,4.036720613468729180e-02,3.992124810331326712e-02,3.966511203341377412e-02,3.981352903377394920e-02,4.037008778276601761e-02,4.127846524206878892e-02,4.240773988647952158e-02,4.361440073830962633e-02,4.478023995392464707e-02,4.581476668618644776e-02,4.664937491405984210e-02,4.723360536831617412e-02
5.943041639346417770e-02,5.899227450927869293e-02,5.814766447356257972e-02,5.693154374328692618e-02,5.539440932446046406e-02,5.360018938033541541e-02,5.162311080901399452e-02,4.954349088996437556e-02,4.744272641582973626e-02,4.539825407531063867e-02,4.347990295849441661e-02,4.174971785959817605e-02,4.026949444310406329e-02,3.914761128533818940e-02,3.834522834672434571e-02,3.771181629495699850e-02,3.719616324195747920e-02,3.677926107340716982e-02,3.648646065776130210e-02,3.626021039062250068e-02,3.600365062850595377e-02,3.568062026315441115e-02,3.527428193664929740e-02,3.477757150258634772e-02,3.418910967384919397e-02,3.351115972623919942e-02,3.274864782526815121e-02,3.190879010757947942e-02,3.100105137627559918e-02,3.003721177963687358e-02,2.903134761276538953e-02,2.799958277157075376e-02,2.695972162243733330e-02,2.593181566602988444e-02,2.493770235183283973e-02,2.400292267142202160e-02,2.315329933640897231e-02,2.241181338576757678e-02,2.180057814684217138e-02,2.135413188697074527e-02,2.118022844201045835e-02,2.155597453697911947e-02,2.237633001517829595e-02,2.350201571866305031e-02,2.483297803001403847e-02,2.631591279186203461e-02,2.781393058435727844e-02,2.925943763180671731e-02,3.061967672736688392e-02,3.187976434164734724e-02,3.303516528005964736e-02,3.408747079433265686e-02,3.504198194409648831e-02,3.590647359315515125e-02,3.669060294542093870e-02,3.740550049610071037e-02,3.806326355698999575e-02,3.867624044978803383e-02,3.925610454996920212e-02,3.981278403820768391e-02,4.035338435564596316e-02,4.088133670801087638e-02,4.139606740967394921e-02,4.189337276357760903e-02,4.236636440376523316e-02,4.280654511861140682e-02,4.320454273113955024e-02,4.355030171784740611e-02,4.383281796129374908e-02,4.403970143772803492e-02,4.415691008976727061e-02,4.416896927733855033e-02,4.405987328650508988e-02,4.381471591600503285e-02,4.342196374144909055e-02,4.287629479115550452e-02,4.218212230420374104e-02,4.135847002438262227e-02,4.044756648929202086e-02,3.954541663457788320e-02,3.878018451294262814e-02,3.822303223067751582e-02,3.794097797113919757e-02,3.794972940859701188e-02,3.819693228855754880e-02,3.858799927107078170e-02,3.902420335102235044e-02,3.942336745581678098e-02,3.972486484264098339e-02
6.618728020217098940e-02,6.567244060456459143e-02,6.467767105315554155e-02,6.324563424797871591e-02,6.143637915605696526e-02,5.932332592586412462e-02,5.698817752461955710e-02,5.451524620713012192e-02,5.198608386292768307e-02,4.947554051958193144e-02,4.705023836183468838e-02,4.477009024174687102e-02,4.269416313982263983e-02,4.090249797847418656e-02,3.950495434021596836e-02,3.835860643262943570e-02,3.741517432747124700e-02,3.669885173436151365e-02,3.617235703927959567e-02,3.569343337028116347e-02,3.520699016177925716e-02,3.468582655963843575e-02,3.411589096938801025e-02,3.349077251100449765e-02,3.280909971011972820e-02,3.207327112725946033e-02,3.128893756990899083e-02,3.046522937209902859e-02,2.961757194379639052e-02,2.875784757861295574e-02,2.788203212027624139e-02,2.699413402845998039e-02,2.610337519621713093e-02,2.522239182493560272e-02,2.436754645329543278e-02,2.356046491444254223e-02,2.283141297736871952e-02,2.222529512369881416e-02,2.181216816575744580e-02,2.174253438634193500e-02,2.220192974576749509e-02,2.295429789964012479e-02,2.385079357965254679e-02,2.482110030242482002e-02,2.583813383168359623e-02,2.688335679240538151e-02,2.793635577784453136e-02,2.898475309576164366e-02,3.002616723459446482e-02,3.106355010322537150e-02,3.210050061678455802e-02,3.313835452813759797e-02,3.417512520231001660e-02,3.520585658807684482e-02,3.622376647635048436e-02,3.722159033544426149e-02,3.819273239640060685e-02,3.913206204239021851e-02,4.003634525974728714e-02,4.090429939674813248e-02,4.173622413508553536e-02,4.253325195567060624e-02,4.329642164746227290e-02,4.402581437646986562e-02,4.471988612083675763e-02,4.537496915080355825e-02,4.598481856289533126e-02,4.654008705178167005e-02,4.702771522356122280e-02,4.743038022578315721e-02,4.772626285091401133e-02,4.788942609627409863e-02,4.789101174070631989e-02,4.770128724911958107e-02,4.729239495439316321e-02,4.664153157765610347e-02,4.573430547758891573e-02,4.456817399139301195e-02,4.315618718166736034e-02,4.153189348582814189e-02,3.975823346337772207e-02,3.795604230483692193e-02,3.636383816733341351e-02,3.500251585729998588e-02,3.387572102599609863e-02,3.298457718492894125e-02,3.231709511781219457e-02,3.185213602729367738e-02,3.156644040548886587e-02
7.183091568398704274e-02,7.135452196025109106e-02,7.043483686427189083e-02,6.910657644548812151e-02,6.741630689703038970e-02,6.541785772745337124e-02,6.316804676117494799e-02,6.072366289912378007e-02,5.814013758255400649e-02,5.547163635618310856e-02,5.277177077488929419e-02,5.009412820454439003e-02,4.749219297783124905e-02,4.501869330384493384e-02,4.272438474443465001e-02,4.065486319482149169e-02,3.884172498723952732e-02,3.729409053161335946e-02,3.602103863459322347e-02,3.503247586044794942e-02,3.419974548940007963e-02,3.345292856928880343e-02,3.275316769665186090e-02,3.207418843898304783e-02,3.139745494974746642e-02,3.071009602789754461e-02,3.000388377667543433e-02,2.927465997333370332e-02,2.852194317092554207e-02,2.774858966619073164e-02,2.696047197339057622e-02,2.616622088014664352e-02,2.537720195100866966e-02,2.460813296873046174e-02,2.387927076009504351e-02,2.322237984316846346e-02,2.269609866616575586e-02,2.243591493618176877e-02,2.264775614219816796e-02,2.327373300006826268e-02,2.407271767209766614e-02,2.494574024610292720e-02,2.583685257504280547e-02,2.671562531751779657e-02,2.757164461808190789e-02,2.841096441989781132e-02,2.925195205540527879e-02,3.011991105461779561e-02,3.104082904625559206e-02,3.203531086003882922e-02,3.311397694715657869e-02,3.427514694087836766e-02,3.550488046024589256e-02,3.677894444096019289e-02,3.806624678924479255e-02,3.933360795144975192e-02,4.055157756397019531e-02,4.169936693849796844e-02,4.276632809401854918e-02,4.375012733497540135e-02,4.465382812579280630e-02,4.548327034884853265e-02,4.624500863021732688e-02,4.694470604716004941e-02,4.758586091981979738e-02,4.816877699592451295e-02,4.868972855539628608e-02,4.914033181834651792e-02,4.950720034114548807e-02,4.977200915759480426e-02,4.991208613229462798e-02,4.990157772343629256e-02,4.971311271214010757e-02,4.931975578120256776e-02,4.869697831027385015e-02,4.782442235673398795e-02,4.668741019359748390e-02,4.527839359062203750e-02,4.359871927825856308e-02,4.166115789095171940e-02,3.949372273910659037e-02,3.714595277434257908e-02,3.470172882313866947e-02,3.231817993074109080e-02,3.038138625515128532e-02,2.892576446413602786e-02,2.783640079321323887e-02,2.706385678001946293e-02,2.657569733142908439e-02
